Overriding: dataset = shakespeare_char
Overriding: block_size = 64
Overriding: n_layer = 4
Overriding: n_head = 4
Overriding: n_embd = 256
Overriding: batch_size = 16
Overriding: max_iters = 2000
Overriding: dropout = 0.2
Overriding: eval_interval = 200
Overriding: compile = False
Overriding: out_dir = C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h4_e256_bs16_it2000_do02
Overriding: wandb_log = False
tokens per iteration will be: 40,960
found vocab_size = 65 (inside data\shakespeare_char\meta.pkl)
Initializing a new model from scratch
number of parameters: 3.16M
num decayed parameter tensors: 18, with 3,178,752 parameters
num non-decayed parameter tensors: 9, with 2,304 parameters
iter 1762: loss 1.4280, time 229.80ms, mfu 1.02%
iter 1763: loss 1.3905, time 220.84ms, mfu 1.04%
iter 1764: loss 1.3251, time 217.81ms, mfu 1.05%
iter 1765: loss 1.3706, time 221.53ms, mfu 1.07%
iter 1766: loss 1.3145, time 231.26ms, mfu 1.07%
iter 1767: loss 1.3466, time 241.39ms, mfu 1.07%
iter 1768: loss 1.3790, time 244.00ms, mfu 1.07%
iter 1769: loss 1.3979, time 257.75ms, mfu 1.06%
iter 1770: loss 1.3262, time 280.53ms, mfu 1.05%
iter 1771: loss 1.4649, time 314.18ms, mfu 1.03%
iter 1772: loss 1.4449, time 239.47ms, mfu 1.03%
iter 1773: loss 1.4077, time 226.15ms, mfu 1.05%
iter 1774: loss 1.4046, time 213.98ms, mfu 1.06%
iter 1775: loss 1.3345, time 226.92ms, mfu 1.07%
iter 1776: loss 1.5202, time 226.31ms, mfu 1.08%
iter 1777: loss 1.3910, time 270.01ms, mfu 1.07%
iter 1778: loss 1.3878, time 234.83ms, mfu 1.07%
iter 1779: loss 1.4357, time 245.22ms, mfu 1.07%
iter 1780: loss 1.4422, time 221.88ms, mfu 1.08%
iter 1781: loss 1.4668, time 228.84ms, mfu 1.08%
iter 1782: loss 1.4519, time 228.21ms, mfu 1.09%
iter 1783: loss 1.4735, time 227.35ms, mfu 1.10%
iter 1784: loss 1.4959, time 237.11ms, mfu 1.10%
iter 1785: loss 1.3563, time 219.27ms, mfu 1.10%
iter 1786: loss 1.4856, time 223.03ms, mfu 1.11%
iter 1787: loss 1.3905, time 223.80ms, mfu 1.11%
iter 1788: loss 1.3995, time 245.85ms, mfu 1.11%
iter 1789: loss 1.4265, time 231.68ms, mfu 1.11%
iter 1790: loss 1.4938, time 233.35ms, mfu 1.11%
iter 1791: loss 1.4317, time 237.69ms, mfu 1.11%
iter 1792: loss 1.3984, time 236.99ms, mfu 1.11%
iter 1793: loss 1.4894, time 233.19ms, mfu 1.11%
iter 1794: loss 1.5038, time 227.93ms, mfu 1.11%
iter 1795: loss 1.5349, time 221.33ms, mfu 1.12%
iter 1796: loss 1.3857, time 234.31ms, mfu 1.12%
iter 1797: loss 1.4639, time 222.72ms, mfu 1.12%
iter 1798: loss 1.4552, time 224.13ms, mfu 1.12%
iter 1799: loss 1.4917, time 229.84ms, mfu 1.13%
step 1800: train loss 1.3244, val loss 1.5409
saving checkpoint to C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h4_e256_bs16_it2000_do02
iter 1800: loss 1.3320, time 1175.69ms, mfu 1.03%
iter 1801: loss 1.5085, time 241.05ms, mfu 1.04%
iter 1802: loss 1.5472, time 243.65ms, mfu 1.04%
iter 1803: loss 1.4753, time 220.31ms, mfu 1.06%
iter 1804: loss 1.4897, time 227.97ms, mfu 1.06%
iter 1805: loss 1.3566, time 220.08ms, mfu 1.08%
iter 1806: loss 1.4982, time 256.45ms, mfu 1.07%
iter 1807: loss 1.3492, time 259.13ms, mfu 1.06%
iter 1808: loss 1.5897, time 260.21ms, mfu 1.06%
iter 1809: loss 1.4597, time 238.27ms, mfu 1.06%
iter 1810: loss 1.4997, time 230.03ms, mfu 1.07%
iter 1811: loss 1.4715, time 234.70ms, mfu 1.07%
iter 1812: loss 1.4156, time 227.02ms, mfu 1.08%
iter 1813: loss 1.4696, time 236.08ms, mfu 1.08%
iter 1814: loss 1.4190, time 211.27ms, mfu 1.09%
iter 1815: loss 1.5654, time 217.93ms, mfu 1.10%
iter 1816: loss 1.3172, time 218.37ms, mfu 1.11%
iter 1817: loss 1.3610, time 225.78ms, mfu 1.12%
iter 1818: loss 1.4361, time 226.46ms, mfu 1.12%
iter 1819: loss 1.3784, time 254.34ms, mfu 1.11%
iter 1820: loss 1.3855, time 230.17ms, mfu 1.11%
iter 1821: loss 1.3892, time 230.50ms, mfu 1.11%
iter 1822: loss 1.4355, time 232.02ms, mfu 1.11%
iter 1823: loss 1.4226, time 243.29ms, mfu 1.11%
iter 1824: loss 1.3442, time 224.55ms, mfu 1.11%
iter 1825: loss 1.4208, time 230.90ms, mfu 1.11%
iter 1826: loss 1.4055, time 241.43ms, mfu 1.11%
iter 1827: loss 1.3842, time 247.84ms, mfu 1.10%
iter 1828: loss 1.4659, time 225.49ms, mfu 1.11%
iter 1829: loss 1.4994, time 224.67ms, mfu 1.11%
iter 1830: loss 1.4669, time 226.14ms, mfu 1.12%
iter 1831: loss 1.3468, time 232.27ms, mfu 1.12%
iter 1832: loss 1.3755, time 243.27ms, mfu 1.11%
iter 1833: loss 1.4802, time 231.75ms, mfu 1.11%
iter 1834: loss 1.4788, time 230.60ms, mfu 1.11%
iter 1835: loss 1.3694, time 235.93ms, mfu 1.11%
iter 1836: loss 1.3937, time 243.28ms, mfu 1.11%
iter 1837: loss 1.4281, time 236.17ms, mfu 1.11%
iter 1838: loss 1.4180, time 230.94ms, mfu 1.11%
iter 1839: loss 1.3770, time 223.72ms, mfu 1.11%
iter 1840: loss 1.3954, time 226.31ms, mfu 1.12%
iter 1841: loss 1.4199, time 221.30ms, mfu 1.12%
iter 1842: loss 1.3775, time 224.82ms, mfu 1.13%
iter 1843: loss 1.4007, time 226.55ms, mfu 1.13%
iter 1844: loss 1.4703, time 232.21ms, mfu 1.13%
iter 1845: loss 1.4033, time 233.39ms, mfu 1.13%
iter 1846: loss 1.4310, time 229.71ms, mfu 1.13%
iter 1847: loss 1.3451, time 227.84ms, mfu 1.13%
iter 1848: loss 1.4325, time 229.94ms, mfu 1.13%
iter 1849: loss 1.4426, time 228.58ms, mfu 1.13%
iter 1850: loss 1.3878, time 229.66ms, mfu 1.13%
iter 1851: loss 1.4733, time 235.64ms, mfu 1.13%
iter 1852: loss 1.4070, time 238.36ms, mfu 1.12%
iter 1853: loss 1.4081, time 231.23ms, mfu 1.12%
iter 1854: loss 1.4133, time 229.16ms, mfu 1.12%
iter 1855: loss 1.4054, time 236.13ms, mfu 1.12%
iter 1856: loss 1.4494, time 223.34ms, mfu 1.13%
iter 1857: loss 1.4228, time 220.09ms, mfu 1.13%
iter 1858: loss 1.3858, time 220.21ms, mfu 1.14%
iter 1859: loss 1.4499, time 239.60ms, mfu 1.13%
iter 1860: loss 1.3742, time 231.70ms, mfu 1.13%
iter 1861: loss 1.4354, time 233.45ms, mfu 1.13%
iter 1862: loss 1.4441, time 222.58ms, mfu 1.13%
iter 1863: loss 1.4033, time 217.89ms, mfu 1.14%
iter 1864: loss 1.4756, time 217.74ms, mfu 1.14%
iter 1865: loss 1.3854, time 233.39ms, mfu 1.14%
iter 1866: loss 1.3791, time 248.34ms, mfu 1.13%
iter 1867: loss 1.4598, time 233.91ms, mfu 1.13%
iter 1868: loss 1.4911, time 233.12ms, mfu 1.13%
iter 1869: loss 1.4024, time 250.64ms, mfu 1.12%
iter 1870: loss 1.4036, time 232.66ms, mfu 1.12%
iter 1871: loss 1.4514, time 234.13ms, mfu 1.12%
iter 1872: loss 1.3756, time 221.42ms, mfu 1.12%
iter 1873: loss 1.3686, time 231.85ms, mfu 1.12%
iter 1874: loss 1.3110, time 230.60ms, mfu 1.12%
iter 1875: loss 1.5046, time 225.19ms, mfu 1.13%
iter 1876: loss 1.4233, time 237.12ms, mfu 1.12%
iter 1877: loss 1.4158, time 223.52ms, mfu 1.13%
iter 1878: loss 1.3711, time 229.95ms, mfu 1.13%
iter 1879: loss 1.3736, time 227.90ms, mfu 1.13%
iter 1880: loss 1.4218, time 218.96ms, mfu 1.13%
iter 1881: loss 1.4526, time 234.22ms, mfu 1.13%
iter 1882: loss 1.4379, time 229.25ms, mfu 1.13%
iter 1883: loss 1.3969, time 259.66ms, mfu 1.12%
iter 1884: loss 1.5646, time 235.11ms, mfu 1.12%
iter 1885: loss 1.3966, time 235.04ms, mfu 1.12%
iter 1886: loss 1.4411, time 236.97ms, mfu 1.11%
iter 1887: loss 1.3979, time 224.04ms, mfu 1.12%
iter 1888: loss 1.4098, time 212.32ms, mfu 1.13%
iter 1889: loss 1.3618, time 220.20ms, mfu 1.13%
iter 1890: loss 1.4164, time 226.32ms, mfu 1.13%
iter 1891: loss 1.4310, time 232.48ms, mfu 1.13%
iter 1892: loss 1.2981, time 212.80ms, mfu 1.14%
iter 1893: loss 1.3915, time 215.07ms, mfu 1.15%
iter 1894: loss 1.4410, time 220.07ms, mfu 1.15%
iter 1895: loss 1.3095, time 226.59ms, mfu 1.15%
iter 1896: loss 1.3863, time 245.25ms, mfu 1.14%
iter 1897: loss 1.4535, time 227.61ms, mfu 1.14%
iter 1898: loss 1.4030, time 235.25ms, mfu 1.14%
iter 1899: loss 1.3244, time 220.56ms, mfu 1.14%
iter 1900: loss 1.3610, time 234.91ms, mfu 1.14%
iter 1901: loss 1.4029, time 221.04ms, mfu 1.14%
iter 1902: loss 1.4042, time 220.44ms, mfu 1.15%
iter 1903: loss 1.4219, time 218.07ms, mfu 1.15%
iter 1904: loss 1.4655, time 219.43ms, mfu 1.15%
iter 1905: loss 1.3353, time 219.69ms, mfu 1.16%
iter 1906: loss 1.4756, time 226.46ms, mfu 1.15%
iter 1907: loss 1.4780, time 225.26ms, mfu 1.15%
iter 1908: loss 1.4163, time 221.38ms, mfu 1.16%
iter 1909: loss 1.4045, time 212.82ms, mfu 1.16%
iter 1910: loss 1.3769, time 224.81ms, mfu 1.16%
iter 1911: loss 1.3927, time 223.30ms, mfu 1.16%
iter 1912: loss 1.4033, time 230.62ms, mfu 1.16%
iter 1913: loss 1.2419, time 224.77ms, mfu 1.16%
iter 1914: loss 1.4400, time 221.25ms, mfu 1.16%
iter 1915: loss 1.4120, time 246.03ms, mfu 1.15%
iter 1916: loss 1.4301, time 220.80ms, mfu 1.15%
iter 1917: loss 1.4785, time 253.95ms, mfu 1.14%
iter 1918: loss 1.4371, time 228.92ms, mfu 1.14%
iter 1919: loss 1.2665, time 222.77ms, mfu 1.14%
iter 1920: loss 1.4544, time 220.31ms, mfu 1.14%
iter 1921: loss 1.4929, time 228.58ms, mfu 1.14%
iter 1922: loss 1.4437, time 218.41ms, mfu 1.15%
iter 1923: loss 1.3847, time 236.80ms, mfu 1.14%
iter 1924: loss 1.4281, time 230.65ms, mfu 1.14%
iter 1925: loss 1.4640, time 224.94ms, mfu 1.14%
iter 1926: loss 1.4590, time 221.02ms, mfu 1.15%
iter 1927: loss 1.4091, time 226.21ms, mfu 1.15%
iter 1928: loss 1.3941, time 225.75ms, mfu 1.15%
iter 1929: loss 1.3910, time 230.68ms, mfu 1.14%
iter 1930: loss 1.3890, time 219.40ms, mfu 1.15%
iter 1931: loss 1.3956, time 217.00ms, mfu 1.15%
iter 1932: loss 1.4435, time 221.09ms, mfu 1.16%
iter 1933: loss 1.4243, time 226.45ms, mfu 1.15%
iter 1934: loss 1.3467, time 217.08ms, mfu 1.16%
iter 1935: loss 1.5266, time 214.78ms, mfu 1.16%
iter 1936: loss 1.4301, time 222.89ms, mfu 1.16%
iter 1937: loss 1.4482, time 231.52ms, mfu 1.16%
iter 1938: loss 1.4946, time 234.85ms, mfu 1.15%
iter 1939: loss 1.4073, time 224.01ms, mfu 1.15%
iter 1940: loss 1.4463, time 218.70ms, mfu 1.16%
iter 1941: loss 1.3848, time 233.29ms, mfu 1.15%
iter 1942: loss 1.4641, time 216.13ms, mfu 1.16%
iter 1943: loss 1.3667, time 222.59ms, mfu 1.16%
iter 1944: loss 1.4775, time 215.19ms, mfu 1.16%
iter 1945: loss 1.4110, time 232.38ms, mfu 1.16%
iter 1946: loss 1.3674, time 215.66ms, mfu 1.16%
iter 1947: loss 1.4342, time 225.53ms, mfu 1.16%
iter 1948: loss 1.3863, time 214.27ms, mfu 1.17%
iter 1949: loss 1.4351, time 224.07ms, mfu 1.17%
iter 1950: loss 1.3945, time 242.34ms, mfu 1.16%
iter 1951: loss 1.3627, time 231.13ms, mfu 1.15%
iter 1952: loss 1.4278, time 229.69ms, mfu 1.15%
iter 1953: loss 1.3420, time 224.55ms, mfu 1.15%
iter 1954: loss 1.3901, time 224.53ms, mfu 1.15%
iter 1955: loss 1.4908, time 235.82ms, mfu 1.15%
iter 1956: loss 1.3163, time 220.34ms, mfu 1.15%
iter 1957: loss 1.2659, time 226.77ms, mfu 1.15%
iter 1958: loss 1.5342, time 228.16ms, mfu 1.15%
iter 1959: loss 1.3921, time 220.70ms, mfu 1.15%
iter 1960: loss 1.4628, time 254.77ms, mfu 1.14%
iter 1961: loss 1.3781, time 213.73ms, mfu 1.15%
iter 1962: loss 1.4442, time 233.40ms, mfu 1.14%
iter 1963: loss 1.4092, time 224.20ms, mfu 1.14%
iter 1964: loss 1.3326, time 230.68ms, mfu 1.14%
iter 1965: loss 1.3439, time 229.00ms, mfu 1.14%
iter 1966: loss 1.4074, time 224.47ms, mfu 1.14%
iter 1967: loss 1.3792, time 217.03ms, mfu 1.15%
iter 1968: loss 1.3559, time 215.65ms, mfu 1.15%
iter 1969: loss 1.3751, time 235.41ms, mfu 1.15%
iter 1970: loss 1.3570, time 223.29ms, mfu 1.15%
iter 1971: loss 1.3889, time 222.18ms, mfu 1.15%
iter 1972: loss 1.4504, time 234.12ms, mfu 1.15%
iter 1973: loss 1.4178, time 234.65ms, mfu 1.14%
iter 1974: loss 1.4253, time 227.03ms, mfu 1.14%
iter 1975: loss 1.3296, time 224.25ms, mfu 1.14%
iter 1976: loss 1.4024, time 230.43ms, mfu 1.14%
iter 1977: loss 1.4094, time 231.55ms, mfu 1.14%
iter 1978: loss 1.4205, time 242.93ms, mfu 1.13%
iter 1979: loss 1.4224, time 242.17ms, mfu 1.13%
iter 1980: loss 1.4153, time 240.75ms, mfu 1.12%
iter 1981: loss 1.3809, time 230.60ms, mfu 1.12%
iter 1982: loss 1.3494, time 227.46ms, mfu 1.12%
iter 1983: loss 1.3141, time 226.30ms, mfu 1.13%
iter 1984: loss 1.5304, time 229.80ms, mfu 1.13%
iter 1985: loss 1.3343, time 231.59ms, mfu 1.13%
iter 1986: loss 1.4000, time 221.42ms, mfu 1.13%
iter 1987: loss 1.3718, time 225.48ms, mfu 1.13%
iter 1988: loss 1.3672, time 215.64ms, mfu 1.14%
iter 1989: loss 1.4064, time 222.10ms, mfu 1.14%
iter 1990: loss 1.3429, time 221.05ms, mfu 1.15%
iter 1991: loss 1.3491, time 224.33ms, mfu 1.15%
iter 1992: loss 1.3941, time 222.49ms, mfu 1.15%
iter 1993: loss 1.3575, time 229.51ms, mfu 1.15%
iter 1994: loss 1.3525, time 226.23ms, mfu 1.15%
iter 1995: loss 1.3907, time 232.68ms, mfu 1.14%
iter 1996: loss 1.3197, time 229.24ms, mfu 1.14%
iter 1997: loss 1.4201, time 223.88ms, mfu 1.14%
iter 1998: loss 1.3474, time 225.02ms, mfu 1.15%
iter 1999: loss 1.3850, time 235.28ms, mfu 1.14%
step 2000: train loss 1.3002, val loss 1.5423
saving checkpoint to C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h4_e256_bs16_it2000_do02
iter 2000: loss 1.3986, time 1170.96ms, mfu 1.05%
