Overriding: dataset = shakespeare_char
Overriding: block_size = 64
Overriding: n_layer = 4
Overriding: n_head = 8
Overriding: n_embd = 256
Overriding: batch_size = 8
Overriding: max_iters = 2000
Overriding: dropout = 0.2
Overriding: eval_interval = 200
Overriding: compile = False
Overriding: out_dir = C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h8_e256_bs8_it2000_do02
Overriding: wandb_log = False
tokens per iteration will be: 20,480
found vocab_size = 65 (inside data\shakespeare_char\meta.pkl)
Initializing a new model from scratch
number of parameters: 3.16M
num decayed parameter tensors: 18, with 3,178,752 parameters
num non-decayed parameter tensors: 9, with 2,304 parameters
iter 888: loss 1.9863, time 202.47ms, mfu 0.62%
iter 889: loss 1.8621, time 203.86ms, mfu 0.62%
iter 890: loss 1.8503, time 201.05ms, mfu 0.63%
iter 891: loss 1.8002, time 200.19ms, mfu 0.63%
iter 892: loss 1.8453, time 204.27ms, mfu 0.63%
iter 893: loss 1.8405, time 202.06ms, mfu 0.63%
iter 894: loss 1.8551, time 202.79ms, mfu 0.63%
iter 895: loss 1.9035, time 204.25ms, mfu 0.63%
iter 896: loss 1.8981, time 201.08ms, mfu 0.63%
iter 897: loss 1.8724, time 200.96ms, mfu 0.63%
iter 898: loss 1.9408, time 200.16ms, mfu 0.64%
iter 899: loss 1.6806, time 226.94ms, mfu 0.63%
iter 900: loss 1.8983, time 206.98ms, mfu 0.63%
iter 901: loss 1.9217, time 201.47ms, mfu 0.63%
iter 902: loss 1.7602, time 202.98ms, mfu 0.63%
iter 903: loss 2.0297, time 201.04ms, mfu 0.63%
iter 904: loss 1.9314, time 205.66ms, mfu 0.63%
iter 905: loss 1.7860, time 205.29ms, mfu 0.63%
iter 906: loss 1.9794, time 200.74ms, mfu 0.63%
iter 907: loss 1.8782, time 206.38ms, mfu 0.63%
iter 908: loss 1.9494, time 203.20ms, mfu 0.63%
iter 909: loss 1.9470, time 199.35ms, mfu 0.64%
iter 910: loss 1.9542, time 204.73ms, mfu 0.64%
iter 911: loss 1.9506, time 203.23ms, mfu 0.64%
iter 912: loss 1.8644, time 205.51ms, mfu 0.64%
iter 913: loss 1.9395, time 200.04ms, mfu 0.64%
iter 914: loss 1.9489, time 209.45ms, mfu 0.64%
iter 915: loss 1.7479, time 206.68ms, mfu 0.63%
iter 916: loss 1.8920, time 202.45ms, mfu 0.64%
iter 917: loss 1.7804, time 204.37ms, mfu 0.64%
iter 918: loss 1.8867, time 199.35ms, mfu 0.64%
iter 919: loss 1.9407, time 202.98ms, mfu 0.64%
iter 920: loss 1.7691, time 203.76ms, mfu 0.64%
iter 921: loss 1.7906, time 204.38ms, mfu 0.64%
iter 922: loss 1.8362, time 233.12ms, mfu 0.63%
iter 923: loss 1.8747, time 205.74ms, mfu 0.63%
iter 924: loss 1.8127, time 206.04ms, mfu 0.63%
iter 925: loss 1.9691, time 202.78ms, mfu 0.63%
iter 926: loss 1.8780, time 203.39ms, mfu 0.63%
iter 927: loss 1.9251, time 200.27ms, mfu 0.63%
iter 928: loss 1.9339, time 202.70ms, mfu 0.63%
iter 929: loss 1.9197, time 203.50ms, mfu 0.63%
iter 930: loss 1.6948, time 205.07ms, mfu 0.63%
iter 931: loss 1.8067, time 202.13ms, mfu 0.63%
iter 932: loss 1.7330, time 201.82ms, mfu 0.64%
iter 933: loss 1.8761, time 201.76ms, mfu 0.64%
iter 934: loss 1.9683, time 203.79ms, mfu 0.64%
iter 935: loss 1.7680, time 203.99ms, mfu 0.64%
iter 936: loss 1.6741, time 204.88ms, mfu 0.64%
iter 937: loss 1.8278, time 206.99ms, mfu 0.64%
iter 938: loss 1.7668, time 202.86ms, mfu 0.64%
iter 939: loss 1.7127, time 237.07ms, mfu 0.63%
iter 940: loss 2.0220, time 206.17ms, mfu 0.63%
iter 941: loss 1.7280, time 206.52ms, mfu 0.63%
iter 942: loss 1.8605, time 203.01ms, mfu 0.63%
iter 943: loss 1.7810, time 205.08ms, mfu 0.63%
iter 944: loss 1.9575, time 205.37ms, mfu 0.63%
iter 945: loss 1.7983, time 202.97ms, mfu 0.63%
iter 946: loss 1.8522, time 202.30ms, mfu 0.63%
iter 947: loss 1.7801, time 196.67ms, mfu 0.63%
iter 948: loss 1.7078, time 235.16ms, mfu 0.63%
iter 949: loss 1.8541, time 206.68ms, mfu 0.63%
iter 950: loss 1.7486, time 206.73ms, mfu 0.63%
iter 951: loss 1.8773, time 200.54ms, mfu 0.63%
iter 952: loss 1.8268, time 217.98ms, mfu 0.63%
iter 953: loss 1.9434, time 203.02ms, mfu 0.63%
iter 954: loss 1.8267, time 200.03ms, mfu 0.63%
iter 955: loss 1.8883, time 202.72ms, mfu 0.63%
iter 956: loss 1.8918, time 201.38ms, mfu 0.63%
iter 957: loss 1.8782, time 199.05ms, mfu 0.63%
iter 958: loss 1.8183, time 201.49ms, mfu 0.63%
iter 959: loss 1.7832, time 203.50ms, mfu 0.63%
iter 960: loss 1.9023, time 206.04ms, mfu 0.63%
iter 961: loss 1.8107, time 201.52ms, mfu 0.64%
iter 962: loss 1.7798, time 208.74ms, mfu 0.63%
iter 963: loss 1.8662, time 253.25ms, mfu 0.62%
iter 964: loss 1.8841, time 271.00ms, mfu 0.61%
iter 965: loss 1.8997, time 268.17ms, mfu 0.60%
iter 966: loss 1.7869, time 283.63ms, mfu 0.58%
iter 967: loss 1.7634, time 265.43ms, mfu 0.57%
iter 968: loss 1.8210, time 201.18ms, mfu 0.58%
iter 969: loss 1.7689, time 202.26ms, mfu 0.59%
iter 970: loss 1.8044, time 199.13ms, mfu 0.59%
iter 971: loss 1.7105, time 210.79ms, mfu 0.59%
iter 972: loss 1.7895, time 245.21ms, mfu 0.59%
iter 973: loss 1.7934, time 226.74ms, mfu 0.59%
iter 974: loss 1.7306, time 226.29ms, mfu 0.59%
iter 975: loss 1.8160, time 203.55ms, mfu 0.59%
iter 976: loss 1.8341, time 206.02ms, mfu 0.59%
iter 977: loss 1.6924, time 211.02ms, mfu 0.60%
iter 978: loss 1.8150, time 207.35ms, mfu 0.60%
iter 979: loss 1.8974, time 207.67ms, mfu 0.60%
iter 980: loss 1.8202, time 205.09ms, mfu 0.61%
iter 981: loss 1.6366, time 203.53ms, mfu 0.61%
iter 982: loss 1.8273, time 230.76ms, mfu 0.60%
iter 983: loss 1.7377, time 211.81ms, mfu 0.60%
iter 984: loss 1.7419, time 204.84ms, mfu 0.61%
iter 985: loss 1.6527, time 204.25ms, mfu 0.61%
iter 986: loss 1.8919, time 204.10ms, mfu 0.61%
iter 987: loss 1.9672, time 203.98ms, mfu 0.62%
iter 988: loss 1.7958, time 213.29ms, mfu 0.61%
iter 989: loss 1.8551, time 200.45ms, mfu 0.62%
iter 990: loss 1.9404, time 204.27ms, mfu 0.62%
iter 991: loss 1.7442, time 201.45ms, mfu 0.62%
iter 992: loss 1.7483, time 201.30ms, mfu 0.62%
iter 993: loss 1.7779, time 204.10ms, mfu 0.63%
iter 994: loss 1.8045, time 204.56ms, mfu 0.63%
iter 995: loss 1.7483, time 232.83ms, mfu 0.62%
iter 996: loss 1.8782, time 201.38ms, mfu 0.62%
iter 997: loss 1.8423, time 201.70ms, mfu 0.62%
iter 998: loss 1.8483, time 202.53ms, mfu 0.63%
iter 999: loss 1.8982, time 202.50ms, mfu 0.63%
step 1000: train loss 1.6757, val loss 1.8454
saving checkpoint to C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h8_e256_bs8_it2000_do02
iter 1000: loss 1.6248, time 1081.51ms, mfu 0.58%
iter 1001: loss 1.8163, time 235.84ms, mfu 0.57%
iter 1002: loss 1.8079, time 222.84ms, mfu 0.57%
iter 1003: loss 1.8615, time 255.13ms, mfu 0.57%
iter 1004: loss 1.6787, time 209.79ms, mfu 0.57%
iter 1005: loss 1.8247, time 254.43ms, mfu 0.57%
iter 1006: loss 1.7971, time 205.46ms, mfu 0.57%
iter 1007: loss 1.6839, time 203.66ms, mfu 0.58%
iter 1008: loss 1.7902, time 204.18ms, mfu 0.59%
iter 1009: loss 1.8890, time 204.98ms, mfu 0.59%
iter 1010: loss 1.6892, time 203.11ms, mfu 0.60%
iter 1011: loss 1.8319, time 206.49ms, mfu 0.60%
iter 1012: loss 1.8193, time 205.15ms, mfu 0.60%
iter 1013: loss 1.8732, time 199.03ms, mfu 0.61%
iter 1014: loss 1.8187, time 202.67ms, mfu 0.61%
iter 1015: loss 1.7014, time 201.05ms, mfu 0.61%
iter 1016: loss 1.7874, time 207.20ms, mfu 0.62%
iter 1017: loss 1.8110, time 207.13ms, mfu 0.62%
iter 1018: loss 1.7970, time 202.33ms, mfu 0.62%
iter 1019: loss 1.4881, time 260.93ms, mfu 0.61%
iter 1020: loss 1.6204, time 253.40ms, mfu 0.60%
iter 1021: loss 1.6999, time 272.53ms, mfu 0.59%
iter 1022: loss 1.7315, time 260.98ms, mfu 0.58%
iter 1023: loss 1.7247, time 270.42ms, mfu 0.57%
iter 1024: loss 1.7040, time 275.72ms, mfu 0.56%
iter 1025: loss 1.7553, time 280.54ms, mfu 0.55%
iter 1026: loss 1.7913, time 277.03ms, mfu 0.54%
iter 1027: loss 1.7681, time 269.98ms, mfu 0.53%
iter 1028: loss 1.6687, time 276.50ms, mfu 0.53%
iter 1029: loss 1.8604, time 276.31ms, mfu 0.52%
iter 1030: loss 1.9222, time 271.12ms, mfu 0.52%
iter 1031: loss 1.8373, time 258.14ms, mfu 0.52%
iter 1032: loss 1.8598, time 258.81ms, mfu 0.51%
iter 1033: loss 1.7520, time 247.67ms, mfu 0.52%
iter 1034: loss 1.6828, time 254.90ms, mfu 0.51%
iter 1035: loss 1.7057, time 249.03ms, mfu 0.52%
iter 1036: loss 1.7083, time 262.65ms, mfu 0.51%
iter 1037: loss 1.6852, time 271.64ms, mfu 0.51%
iter 1038: loss 1.8787, time 249.08ms, mfu 0.51%
iter 1039: loss 1.8253, time 268.18ms, mfu 0.51%
iter 1040: loss 1.8533, time 257.50ms, mfu 0.51%
iter 1041: loss 1.6111, time 254.04ms, mfu 0.51%
iter 1042: loss 1.7048, time 274.32ms, mfu 0.50%
iter 1043: loss 1.8395, time 280.29ms, mfu 0.50%
iter 1044: loss 1.8699, time 230.80ms, mfu 0.51%
iter 1045: loss 1.7208, time 259.73ms, mfu 0.51%
iter 1046: loss 1.7083, time 248.18ms, mfu 0.51%
iter 1047: loss 1.7230, time 258.01ms, mfu 0.51%
iter 1048: loss 1.8369, time 270.12ms, mfu 0.50%
iter 1049: loss 1.8490, time 259.26ms, mfu 0.50%
iter 1050: loss 1.6298, time 265.30ms, mfu 0.50%
iter 1051: loss 1.8632, time 272.43ms, mfu 0.50%
iter 1052: loss 1.8025, time 235.26ms, mfu 0.51%
iter 1053: loss 1.8183, time 248.95ms, mfu 0.51%
iter 1054: loss 1.8380, time 230.11ms, mfu 0.51%
iter 1055: loss 1.6619, time 258.91ms, mfu 0.51%
iter 1056: loss 1.7817, time 246.23ms, mfu 0.51%
iter 1057: loss 1.7629, time 269.37ms, mfu 0.51%
iter 1058: loss 1.5053, time 260.46ms, mfu 0.51%
iter 1059: loss 1.8357, time 260.71ms, mfu 0.51%
iter 1060: loss 1.7833, time 248.44ms, mfu 0.51%
iter 1061: loss 1.6313, time 256.37ms, mfu 0.51%
iter 1062: loss 1.6409, time 265.36ms, mfu 0.51%
iter 1063: loss 1.7674, time 259.16ms, mfu 0.51%
iter 1064: loss 1.6637, time 257.50ms, mfu 0.51%
iter 1065: loss 1.7929, time 241.93ms, mfu 0.51%
iter 1066: loss 1.7295, time 259.93ms, mfu 0.51%
iter 1067: loss 1.7743, time 265.28ms, mfu 0.51%
iter 1068: loss 1.7616, time 261.09ms, mfu 0.51%
iter 1069: loss 1.6848, time 248.06ms, mfu 0.51%
iter 1070: loss 1.7738, time 252.67ms, mfu 0.51%
iter 1071: loss 1.6741, time 254.13ms, mfu 0.51%
iter 1072: loss 1.8830, time 247.55ms, mfu 0.51%
iter 1073: loss 1.7168, time 261.54ms, mfu 0.51%
iter 1074: loss 1.6981, time 243.80ms, mfu 0.51%
iter 1075: loss 1.6330, time 248.98ms, mfu 0.51%
iter 1076: loss 1.7032, time 271.77ms, mfu 0.51%
iter 1077: loss 1.6910, time 260.00ms, mfu 0.51%
iter 1078: loss 1.6263, time 257.20ms, mfu 0.51%
iter 1079: loss 1.7582, time 274.35ms, mfu 0.50%
iter 1080: loss 1.7352, time 251.50ms, mfu 0.51%
iter 1081: loss 1.6064, time 249.47ms, mfu 0.51%
iter 1082: loss 1.7740, time 247.18ms, mfu 0.51%
iter 1083: loss 1.7412, time 251.04ms, mfu 0.51%
iter 1084: loss 1.7474, time 265.28ms, mfu 0.51%
iter 1085: loss 1.6817, time 241.15ms, mfu 0.51%
iter 1086: loss 1.6527, time 260.22ms, mfu 0.51%
iter 1087: loss 1.8532, time 272.01ms, mfu 0.51%
iter 1088: loss 1.7689, time 265.09ms, mfu 0.50%
iter 1089: loss 1.8156, time 249.20ms, mfu 0.51%
iter 1090: loss 1.6964, time 255.23ms, mfu 0.51%
iter 1091: loss 1.7859, time 270.27ms, mfu 0.50%
iter 1092: loss 1.8379, time 266.84ms, mfu 0.50%
iter 1093: loss 1.8001, time 262.09ms, mfu 0.50%
iter 1094: loss 1.7224, time 257.22ms, mfu 0.50%
iter 1095: loss 1.7610, time 264.52ms, mfu 0.50%
iter 1096: loss 1.7063, time 279.80ms, mfu 0.50%
iter 1097: loss 1.7360, time 276.09ms, mfu 0.49%
iter 1098: loss 1.6579, time 267.60ms, mfu 0.49%
iter 1099: loss 1.6922, time 255.74ms, mfu 0.49%
iter 1100: loss 1.5906, time 259.68ms, mfu 0.50%
iter 1101: loss 1.7654, time 265.86ms, mfu 0.49%
iter 1102: loss 1.6426, time 250.51ms, mfu 0.50%
iter 1103: loss 1.7891, time 266.30ms, mfu 0.50%
iter 1104: loss 1.7786, time 267.28ms, mfu 0.49%
iter 1105: loss 1.5880, time 263.87ms, mfu 0.49%
iter 1106: loss 1.6169, time 266.22ms, mfu 0.49%
iter 1107: loss 1.6517, time 270.27ms, mfu 0.49%
iter 1108: loss 1.7356, time 257.71ms, mfu 0.49%
iter 1109: loss 1.6520, time 265.20ms, mfu 0.49%
iter 1110: loss 1.8514, time 264.67ms, mfu 0.49%
iter 1111: loss 1.6285, time 261.27ms, mfu 0.49%
iter 1112: loss 1.8542, time 256.62ms, mfu 0.49%
iter 1113: loss 1.7253, time 279.50ms, mfu 0.49%
iter 1114: loss 1.7683, time 278.49ms, mfu 0.49%
iter 1115: loss 1.8045, time 256.30ms, mfu 0.49%
iter 1116: loss 1.6602, time 280.83ms, mfu 0.49%
iter 1117: loss 1.7216, time 280.36ms, mfu 0.49%
iter 1118: loss 1.6629, time 264.70ms, mfu 0.49%
iter 1119: loss 1.8454, time 269.44ms, mfu 0.49%
iter 1120: loss 1.7374, time 267.79ms, mfu 0.49%
iter 1121: loss 1.8509, time 248.56ms, mfu 0.49%
iter 1122: loss 1.8701, time 263.67ms, mfu 0.49%
iter 1123: loss 1.7602, time 251.96ms, mfu 0.49%
iter 1124: loss 1.7986, time 244.79ms, mfu 0.50%
iter 1125: loss 1.6546, time 266.62ms, mfu 0.49%
iter 1126: loss 1.6186, time 250.49ms, mfu 0.50%
iter 1127: loss 1.7953, time 242.55ms, mfu 0.50%
iter 1128: loss 1.8559, time 256.07ms, mfu 0.50%
iter 1129: loss 1.8527, time 244.39ms, mfu 0.50%
iter 1130: loss 1.7128, time 262.41ms, mfu 0.50%
iter 1131: loss 1.8424, time 263.69ms, mfu 0.50%
iter 1132: loss 1.7229, time 262.00ms, mfu 0.50%
iter 1133: loss 1.6135, time 249.21ms, mfu 0.50%
iter 1134: loss 1.7716, time 261.06ms, mfu 0.50%
iter 1135: loss 1.6016, time 253.16ms, mfu 0.50%
iter 1136: loss 1.7649, time 238.63ms, mfu 0.51%
iter 1137: loss 1.6342, time 229.01ms, mfu 0.51%
iter 1138: loss 1.7349, time 239.72ms, mfu 0.52%
iter 1139: loss 1.7239, time 257.10ms, mfu 0.52%
iter 1140: loss 1.6288, time 228.39ms, mfu 0.52%
iter 1141: loss 1.5685, time 252.84ms, mfu 0.52%
iter 1142: loss 1.7190, time 247.31ms, mfu 0.52%
iter 1143: loss 1.6297, time 247.95ms, mfu 0.52%
iter 1144: loss 1.7058, time 250.71ms, mfu 0.52%
iter 1145: loss 1.8151, time 233.25ms, mfu 0.52%
iter 1146: loss 1.5889, time 252.25ms, mfu 0.52%
iter 1147: loss 1.6563, time 258.54ms, mfu 0.52%
iter 1148: loss 1.7525, time 230.81ms, mfu 0.53%
iter 1149: loss 1.6687, time 252.71ms, mfu 0.52%
iter 1150: loss 1.5451, time 248.56ms, mfu 0.52%
iter 1151: loss 1.6732, time 240.63ms, mfu 0.53%
iter 1152: loss 1.8244, time 248.92ms, mfu 0.52%
iter 1153: loss 1.6064, time 258.92ms, mfu 0.52%
iter 1154: loss 1.6894, time 266.12ms, mfu 0.52%
iter 1155: loss 1.7639, time 246.84ms, mfu 0.52%
iter 1156: loss 1.6722, time 255.53ms, mfu 0.52%
iter 1157: loss 1.8212, time 261.27ms, mfu 0.52%
iter 1158: loss 1.7359, time 258.88ms, mfu 0.51%
iter 1159: loss 1.7796, time 243.90ms, mfu 0.52%
iter 1160: loss 1.6092, time 236.85ms, mfu 0.52%
iter 1161: loss 1.6034, time 248.81ms, mfu 0.52%
iter 1162: loss 1.6741, time 234.67ms, mfu 0.52%
iter 1163: loss 1.7480, time 253.21ms, mfu 0.52%
iter 1164: loss 1.8412, time 249.81ms, mfu 0.52%
iter 1165: loss 1.8659, time 237.54ms, mfu 0.52%
iter 1166: loss 1.7248, time 244.34ms, mfu 0.53%
iter 1167: loss 1.5781, time 256.70ms, mfu 0.52%
iter 1168: loss 1.6814, time 252.58ms, mfu 0.52%
iter 1169: loss 1.5430, time 248.53ms, mfu 0.52%
iter 1170: loss 1.5034, time 261.27ms, mfu 0.52%
iter 1171: loss 1.6667, time 252.06ms, mfu 0.52%
iter 1172: loss 1.6106, time 250.52ms, mfu 0.52%
iter 1173: loss 1.7189, time 237.63ms, mfu 0.52%
iter 1174: loss 1.7814, time 234.64ms, mfu 0.52%
iter 1175: loss 1.7246, time 245.46ms, mfu 0.53%
iter 1176: loss 1.7783, time 236.31ms, mfu 0.53%
iter 1177: loss 1.7184, time 248.40ms, mfu 0.53%
iter 1178: loss 1.7107, time 239.01ms, mfu 0.53%
iter 1179: loss 1.7314, time 240.98ms, mfu 0.53%
iter 1180: loss 1.6265, time 239.65ms, mfu 0.53%
iter 1181: loss 1.7030, time 225.68ms, mfu 0.54%
iter 1182: loss 1.5963, time 258.99ms, mfu 0.53%
iter 1183: loss 1.5359, time 219.14ms, mfu 0.54%
iter 1184: loss 1.7969, time 240.04ms, mfu 0.54%
iter 1185: loss 1.7722, time 250.56ms, mfu 0.54%
iter 1186: loss 1.6913, time 254.62ms, mfu 0.53%
iter 1187: loss 1.7512, time 241.71ms, mfu 0.53%
iter 1188: loss 1.7956, time 241.12ms, mfu 0.53%
iter 1189: loss 1.7468, time 236.51ms, mfu 0.54%
iter 1190: loss 1.7177, time 248.51ms, mfu 0.53%
iter 1191: loss 1.7589, time 238.32ms, mfu 0.54%
iter 1192: loss 1.8351, time 258.31ms, mfu 0.53%
iter 1193: loss 1.7263, time 240.06ms, mfu 0.53%
iter 1194: loss 1.6447, time 246.28ms, mfu 0.53%
iter 1195: loss 1.6836, time 251.86ms, mfu 0.53%
iter 1196: loss 1.7242, time 236.51ms, mfu 0.53%
iter 1197: loss 1.7878, time 232.01ms, mfu 0.54%
iter 1198: loss 1.5857, time 245.73ms, mfu 0.53%
iter 1199: loss 1.5784, time 235.60ms, mfu 0.54%
step 1200: train loss 1.5640, val loss 1.7639
saving checkpoint to C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h8_e256_bs8_it2000_do02
iter 1200: loss 1.5752, time 1184.66ms, mfu 0.49%
iter 1201: loss 1.8227, time 235.92ms, mfu 0.50%
iter 1202: loss 1.6339, time 255.55ms, mfu 0.50%
iter 1203: loss 1.6645, time 242.17ms, mfu 0.50%
iter 1204: loss 1.7273, time 243.95ms, mfu 0.51%
iter 1205: loss 1.6295, time 235.23ms, mfu 0.51%
iter 1206: loss 1.5584, time 246.02ms, mfu 0.51%
iter 1207: loss 1.6538, time 226.13ms, mfu 0.52%
iter 1208: loss 1.5762, time 258.45ms, mfu 0.52%
iter 1209: loss 1.7276, time 252.83ms, mfu 0.52%
iter 1210: loss 1.7666, time 241.04ms, mfu 0.52%
iter 1211: loss 1.6926, time 249.40ms, mfu 0.52%
iter 1212: loss 1.6194, time 320.91ms, mfu 0.51%
iter 1213: loss 1.6199, time 252.59ms, mfu 0.51%
iter 1214: loss 1.5436, time 243.91ms, mfu 0.51%
iter 1215: loss 1.7408, time 251.06ms, mfu 0.51%
iter 1216: loss 1.6011, time 247.12ms, mfu 0.51%
iter 1217: loss 1.6803, time 247.84ms, mfu 0.51%
iter 1218: loss 1.5663, time 242.30ms, mfu 0.52%
iter 1219: loss 1.6048, time 230.43ms, mfu 0.52%
iter 1220: loss 1.7003, time 256.28ms, mfu 0.52%
iter 1221: loss 1.6050, time 264.80ms, mfu 0.52%
iter 1222: loss 1.6646, time 247.94ms, mfu 0.52%
iter 1223: loss 1.5234, time 243.11ms, mfu 0.52%
iter 1224: loss 1.6622, time 248.66ms, mfu 0.52%
iter 1225: loss 1.6973, time 248.81ms, mfu 0.52%
iter 1226: loss 1.7037, time 257.47ms, mfu 0.52%
iter 1227: loss 1.7054, time 260.42ms, mfu 0.52%
iter 1228: loss 1.6463, time 245.62ms, mfu 0.52%
iter 1229: loss 1.5902, time 232.95ms, mfu 0.52%
iter 1230: loss 1.7547, time 241.77ms, mfu 0.52%
iter 1231: loss 1.6485, time 244.00ms, mfu 0.52%
iter 1232: loss 1.7154, time 238.13ms, mfu 0.53%
iter 1233: loss 1.7081, time 247.26ms, mfu 0.53%
iter 1234: loss 1.7648, time 252.00ms, mfu 0.52%
iter 1235: loss 1.6649, time 256.47ms, mfu 0.52%
iter 1236: loss 1.6162, time 228.65ms, mfu 0.53%
iter 1237: loss 1.6578, time 241.82ms, mfu 0.53%
iter 1238: loss 1.6963, time 252.66ms, mfu 0.53%
iter 1239: loss 1.6538, time 236.08ms, mfu 0.53%
iter 1240: loss 1.4176, time 243.63ms, mfu 0.53%
iter 1241: loss 1.6505, time 256.77ms, mfu 0.53%
iter 1242: loss 1.6173, time 246.49ms, mfu 0.53%
iter 1243: loss 1.7438, time 240.28ms, mfu 0.53%
iter 1244: loss 1.6263, time 247.15ms, mfu 0.53%
iter 1245: loss 1.5183, time 252.50ms, mfu 0.53%
iter 1246: loss 1.5301, time 245.41ms, mfu 0.53%
iter 1247: loss 1.5524, time 252.05ms, mfu 0.53%
iter 1248: loss 1.5494, time 252.39ms, mfu 0.52%
iter 1249: loss 1.7909, time 244.68ms, mfu 0.53%
iter 1250: loss 1.6143, time 253.67ms, mfu 0.52%
iter 1251: loss 1.6317, time 243.73ms, mfu 0.52%
iter 1252: loss 1.6122, time 255.24ms, mfu 0.52%
iter 1253: loss 1.5014, time 255.97ms, mfu 0.52%
iter 1254: loss 1.6584, time 244.33ms, mfu 0.52%
iter 1255: loss 1.5352, time 247.41ms, mfu 0.52%
iter 1256: loss 1.8658, time 277.90ms, mfu 0.52%
iter 1257: loss 1.6177, time 253.21ms, mfu 0.52%
iter 1258: loss 1.5779, time 249.92ms, mfu 0.52%
iter 1259: loss 1.6159, time 252.12ms, mfu 0.52%
iter 1260: loss 1.6343, time 262.73ms, mfu 0.51%
iter 1261: loss 1.6277, time 265.20ms, mfu 0.51%
iter 1262: loss 1.6391, time 266.45ms, mfu 0.51%
iter 1263: loss 1.6653, time 271.18ms, mfu 0.51%
iter 1264: loss 1.6607, time 270.30ms, mfu 0.50%
iter 1265: loss 1.5395, time 275.95ms, mfu 0.50%
iter 1266: loss 1.4539, time 274.24ms, mfu 0.50%
iter 1267: loss 1.4643, time 261.58ms, mfu 0.50%
iter 1268: loss 1.6887, time 272.84ms, mfu 0.50%
iter 1269: loss 1.6834, time 278.22ms, mfu 0.49%
iter 1270: loss 1.7386, time 257.38ms, mfu 0.49%
iter 1271: loss 1.7166, time 274.39ms, mfu 0.49%
iter 1272: loss 1.7190, time 274.11ms, mfu 0.49%
iter 1273: loss 1.6097, time 269.37ms, mfu 0.49%
iter 1274: loss 1.7398, time 271.93ms, mfu 0.49%
iter 1275: loss 1.5577, time 281.87ms, mfu 0.49%
iter 1276: loss 1.5676, time 260.46ms, mfu 0.49%
iter 1277: loss 1.6412, time 270.45ms, mfu 0.49%
iter 1278: loss 1.6446, time 251.26ms, mfu 0.49%
iter 1279: loss 1.6121, time 229.07ms, mfu 0.50%
iter 1280: loss 1.6660, time 280.02ms, mfu 0.49%
iter 1281: loss 1.6201, time 273.43ms, mfu 0.49%
iter 1282: loss 1.5698, time 271.37ms, mfu 0.49%
iter 1283: loss 1.6376, time 275.10ms, mfu 0.49%
iter 1284: loss 1.6164, time 261.46ms, mfu 0.49%
iter 1285: loss 1.5841, time 267.85ms, mfu 0.49%
iter 1286: loss 1.5841, time 248.62ms, mfu 0.49%
iter 1287: loss 1.4942, time 261.00ms, mfu 0.49%
iter 1288: loss 1.4908, time 262.71ms, mfu 0.49%
iter 1289: loss 1.5907, time 266.18ms, mfu 0.49%
iter 1290: loss 1.5621, time 262.65ms, mfu 0.49%
iter 1291: loss 1.6458, time 258.43ms, mfu 0.49%
iter 1292: loss 1.6370, time 269.30ms, mfu 0.49%
iter 1293: loss 1.7056, time 274.48ms, mfu 0.49%
iter 1294: loss 1.6835, time 257.26ms, mfu 0.49%
iter 1295: loss 1.5631, time 266.01ms, mfu 0.49%
iter 1296: loss 1.8664, time 259.48ms, mfu 0.49%
iter 1297: loss 1.7957, time 262.74ms, mfu 0.49%
iter 1298: loss 1.6209, time 258.01ms, mfu 0.49%
iter 1299: loss 1.6242, time 277.96ms, mfu 0.49%
iter 1300: loss 1.6744, time 279.94ms, mfu 0.49%
iter 1301: loss 1.6727, time 267.17ms, mfu 0.49%
iter 1302: loss 1.5445, time 264.04ms, mfu 0.49%
iter 1303: loss 1.8008, time 254.81ms, mfu 0.49%
iter 1304: loss 1.6522, time 259.74ms, mfu 0.49%
iter 1305: loss 1.5812, time 253.00ms, mfu 0.49%
iter 1306: loss 1.6012, time 243.07ms, mfu 0.50%
iter 1307: loss 1.6724, time 255.29ms, mfu 0.50%
iter 1308: loss 1.7636, time 251.39ms, mfu 0.50%
iter 1309: loss 1.6510, time 262.15ms, mfu 0.50%
iter 1310: loss 1.5172, time 254.54ms, mfu 0.50%
iter 1311: loss 1.6163, time 252.04ms, mfu 0.50%
iter 1312: loss 1.6134, time 256.44ms, mfu 0.50%
iter 1313: loss 1.5938, time 247.98ms, mfu 0.50%
iter 1314: loss 1.6465, time 254.89ms, mfu 0.51%
iter 1315: loss 1.6050, time 247.77ms, mfu 0.51%
iter 1316: loss 1.6743, time 256.52ms, mfu 0.51%
iter 1317: loss 1.5949, time 252.22ms, mfu 0.51%
iter 1318: loss 1.5723, time 268.21ms, mfu 0.51%
iter 1319: loss 1.7221, time 263.27ms, mfu 0.50%
iter 1320: loss 1.7172, time 269.68ms, mfu 0.50%
iter 1321: loss 1.7955, time 267.60ms, mfu 0.50%
iter 1322: loss 1.6886, time 274.90ms, mfu 0.50%
iter 1323: loss 1.6313, time 256.38ms, mfu 0.50%
iter 1324: loss 1.6138, time 246.41ms, mfu 0.50%
iter 1325: loss 1.5854, time 257.01ms, mfu 0.50%
iter 1326: loss 1.7189, time 255.96ms, mfu 0.50%
